"","GSM1423267","GSM1423268","GSM1423269","GSM1423270","GSM1423271","GSM1423272","GSM1423273","GSM1423274","GSM1423275","GSM1423276","GSM1423277","GSM1423278","GSM1423279","GSM1423280","GSM1423281","GSM1423283","GSM1423285","GSM1423287","GSM1423289","GSM1423291","GSM1423293","GSM1423295","GSM1423297","GSM1423299","GSM1423301","GSM1423303","GSM1423305","GSM1423307","GSM1423311","GSM1423316"
"11737749_a_at",6.404521696,7.067310247,6.643025773,7.043066502,9.599639891,7.161234518,6.432779506,6.644027019,6.828737626,6.806056586,7.11796748,7.700705441,8.158188825,7.962905367,9.322320665,9.637091035,10.44127558,7.368317719,10.53202765,10.01515542,8.86522967,10.76392703,8.929204735,9.315254677,8.566070375,10.18510201,9.420746227,7.803965759,10.16355143,10.42947347
"11728504_a_at",4.723769831,5.791300329,4.642109389,5.61160515,5.756224611,5.14164772,5.191415497,5.850671667,4.98426348,4.696394922,4.977145159,5.150033629,6.141635015,5.018888679,6.355844701,6.097900209,10.50704355,5.147098493,10.65548565,7.27600141,6.078055414,8.145105865,6.686259818,7.819097127,5.709955458,9.013435999,8.638068882,6.087846904,9.060061852,8.615125987
"11755219_a_at",7.394179451,7.840942314,7.962456778,8.530583454,9.752597861,8.13979672,7.77418048,8.096327876,7.62103143,7.847995841,8.881488864,8.243857298,7.753870125,8.532178311,10.33936256,9.686966644,10.69469694,8.304524818,11.8143666,10.89837606,9.124452524,11.27236344,9.571705828,9.941139276,8.882597265,11.24105161,10.62217705,8.44110591,11.34784415,10.61854499
"11725386_a_at",4.668375644,4.628677225,4.160826905,4.245406032,4.397819408,4.71864849,3.91889423,4.529139137,4.079313936,4.673968601,3.778293192,4.367325758,4.4489055,4.141892111,4.484611084,4.00335661,6.722201309,4.026634144,8.536796056,6.95624222,4.184763588,7.446430445,4.941128465,6.179193068,5.343691415,7.617378211,7.053886993,4.000446015,8.374847376,7.236820335
"11757721_s_at",5.410448739,5.772323253,5.289630085,7.727071341,10.40260817,5.710086425,5.339070296,6.719925274,5.836080504,5.985789587,8.347554694,7.877722963,7.679456329,8.736570499,10.19539109,10.23684595,10.09209492,7.687978825,9.635630373,9.274851829,8.592484267,9.651597221,7.965992303,9.161518733,7.69391311,9.177567214,8.475516588,7.240510904,9.280473116,8.910157143
"11722015_at",4.836265788,5.514710763,4.879647349,5.354321955,7.786169828,5.444209498,4.944850974,5.034820138,6.422587191,4.249113959,6.406913745,5.053782236,5.494713161,7.906577512,7.063532578,7.495556327,11.07223961,5.022991234,10.3439891,7.023024144,6.094846893,8.11444778,6.596109975,5.831567567,5.969012699,9.455777494,7.673710593,5.445271642,8.842773792,8.366495399
"11745021_a_at",8.03146861,8.83207105,8.427867268,9.50194107,11.77820463,8.587081197,8.673487864,9.110558666,8.369455853,8.61718021,9.754494611,9.456375053,9.872043133,10.24238245,11.80132435,11.60336695,11.98812482,9.326176003,12.10976472,11.37015263,10.28753102,12.07631183,10.35908273,10.83963672,10.24503154,11.54495556,10.69916932,9.227537793,11.75822263,11.27838128
"11728477_at",3.059312616,3.568483212,3.442809009,3.914938355,5.427567489,3.090356893,3.993395427,3.69896193,3.179209605,3.343518817,5.097775494,3.208340717,5.276487544,6.204739608,7.233910824,5.179716033,9.941037771,3.176171778,8.157993973,6.601177663,4.371331711,5.984794249,3.828140455,3.544555685,5.637838601,6.211099368,3.889930298,3.702198337,7.201155129,5.608350079
"11744163_at",4.6879773,8.727920683,5.020699771,8.823325592,9.299022671,8.00964626,8.564799941,7.920563544,6.621159319,7.474894855,8.648886294,8.307569798,9.909210946,5.831567567,7.072805834,9.218855241,10.22878819,8.180969315,9.763292669,6.661204171,6.220739075,9.343422125,6.808302791,6.752294651,9.115608511,8.393866014,9.490560036,8.530798822,9.971221802,8.836301328
"11742765_at",4.410377815,4.539492408,4.055817428,4.857808129,8.393817662,4.184734772,4.701079706,4.609692746,4.209571223,4.741690265,6.768945886,5.458840851,7.307774306,6.748608453,7.110752192,8.120163871,8.193205255,5.146433404,6.977310454,6.95889158,6.200331226,7.169195402,5.708356022,5.305920845,7.159974326,6.270926373,6.455289507,6.446030307,7.755434047,6.522938886
"11726611_x_at",6.051599908,5.872538754,5.66316693,6.439649006,8.549332151,6.392285208,6.113510654,6.14706604,6.243152271,6.068922055,6.641465433,6.31276178,5.732927422,7.374531899,8.879400483,8.46657268,9.880058864,6.173775817,9.461003616,8.44167466,7.314604836,9.155753551,7.516956059,7.478887857,6.790151728,9.002517833,8.184142991,6.150673721,9.176887117,8.43402772
"11745137_a_at",6.185580245,6.164746263,5.838364728,6.542541563,8.982281609,6.127558294,5.844063743,6.043561561,5.967227669,6.085092682,6.0857948,5.767899735,5.710786515,7.308250617,8.656419083,9.110326124,9.483403634,5.765014082,8.376700189,8.386457569,7.086928175,9.002377502,7.275816589,7.73596157,6.244072331,8.369135679,7.772797376,6.647531627,8.538387022,8.484121786
"11719366_s_at",6.551673326,7.438305593,5.595407753,7.793083808,10.00536348,6.658451968,7.345305049,7.726572847,6.907489501,7.275446596,5.543587835,5.847813339,9.747537561,8.198766171,8.677961671,9.748960798,11.94833949,5.72942742,10.88688902,7.887192919,7.152039669,9.506896611,7.059806923,6.556071063,8.162072182,8.863497671,6.980762838,6.779039832,11.3771747,9.175591508
"11715484_a_at",5.119859502,5.935076282,5.594063969,6.240130467,8.266650755,6.107642838,5.735866871,5.174042865,5.764675244,5.752413642,6.026414275,6.257888901,6.835079227,7.426746046,8.317092784,8.10370614,8.777166641,5.63254796,8.992634098,8.068990406,6.844271491,9.023250145,6.826198598,7.222910344,6.597333046,8.87582707,7.622055261,6.145169848,9.130548944,8.414239749
"11758184_x_at",5.28049809,5.892113818,3.814721664,6.206347719,7.545778248,5.601453542,6.159222706,4.808745724,4.504342196,5.323925219,3.417026978,6.301673451,6.366088538,4.700571016,6.246082138,7.004609333,8.725680801,5.690255723,7.551160798,7.550732961,5.306386853,8.830090097,6.425825587,6.317841012,6.78510176,7.851894272,8.247266019,5.292315225,7.568066661,8.353758872
"11717473_s_at",5.423757418,6.298837731,4.944038973,5.800643852,7.743943687,4.994231386,7.654073766,7.083039515,4.941715045,4.859372623,8.704010711,8.64718581,7.33149544,4.343741864,6.194567963,6.983044764,5.30907587,8.156822608,5.847581961,5.209007245,4.204074633,8.389543392,5.438644136,5.587319659,6.901127218,4.497260348,7.492333806,4.056616596,6.004259659,7.146319635
"11720944_at",5.460228247,5.320660728,4.602927349,5.514314099,8.496940923,5.630901797,5.500905519,5.358876085,5.004370568,5.681335331,7.084122956,4.880048669,7.205284128,6.899542872,8.278618294,8.30924153,9.760551791,4.972426963,7.893284353,7.047307358,5.630613573,7.761708637,6.748055343,5.648205593,6.890238597,7.644787035,6.811889786,5.922627235,7.802872785,8.390944697
"11715659_s_at",9.470744181,9.522447712,9.598868476,9.600163557,10.81848639,9.856860529,9.474744482,10.02047965,9.334332331,9.060241496,9.977120889,11.08803428,9.323489895,10.27031968,11.16783122,10.97114635,12.90210005,11.17551227,13.42281177,12.30176931,11.17267149,12.58166811,11.63056755,11.86572466,9.645751898,12.81705673,11.69257408,9.770438584,12.61503981,12.40628714
"11732993_a_at",7.65816461,8.368411586,5.583247473,9.137480771,10.51046826,7.320384791,8.316186849,8.080214936,7.833202787,8.550172347,4.663834774,6.188624581,9.667145299,6.438738414,9.565300395,10.39453383,11.35218209,5.969985453,11.25832849,9.353105935,7.381046035,10.00757855,8.185943278,9.010400046,9.146140428,9.867787915,9.808767037,7.580648178,10.56576073,9.809388686
"11723048_at",6.82247066,7.930362594,7.926458892,7.43890634,8.293636929,8.057229995,7.256533664,6.309869445,7.895256138,8.550051373,7.720045255,5.898159276,6.923717259,8.341282193,6.658300477,8.025977073,6.427748835,5.899360084,5.629182634,5.02249329,5.609256433,5.835335254,5.85421687,5.032353067,7.647157383,5.450320898,5.271850785,6.658317118,5.235815905,5.576025109
"11763170_s_at",7.367499863,7.794003981,6.699429533,7.865955248,9.556768611,7.843157805,7.591300649,7.711827643,7.323652398,7.409240636,7.893944319,8.462915734,7.653914587,8.407437695,10.01620758,9.523842078,10.54187148,8.136046369,10.69759283,10.1743962,9.080342415,10.66048076,9.174185925,9.49062921,8.373083318,10.41742273,9.784515354,8.103588525,10.35927059,10.29858446
"11720127_s_at",6.81229687,6.841793909,6.790529747,6.956377283,7.362865281,6.655552239,6.420767058,6.954635691,6.733569928,6.835925878,7.513077616,7.703650201,6.428203088,7.809653375,8.59011943,6.771749459,10.17203694,7.685327881,10.37310691,9.610045045,7.871945167,9.857756607,8.111442145,8.05591076,6.226202794,9.750291929,9.033066341,6.680181547,9.950688949,9.238251902
"11746506_a_at",7.789130144,7.780892107,10.08829345,5.995276693,7.870995208,7.856186946,7.827260592,6.904954013,9.564985804,7.434306082,9.545085622,9.377277988,7.826856339,9.773817693,8.468132784,7.231753086,7.978752249,9.012590818,8.776244935,6.791608092,6.74658189,9.584189198,6.860318953,5.232172377,8.044138872,6.646599253,8.069429777,9.547460082,9.824993906,9.407498288
"11725983_at",6.305572163,6.764719269,6.167762433,7.780356013,8.895374194,6.283303094,6.514404431,6.520725459,6.385767763,6.38365357,8.019553104,6.490951814,8.114240728,7.693011592,8.903759744,8.828704476,9.771709096,6.446333281,8.616726792,8.63335445,7.605260029,9.122726073,7.503945258,7.940515568,8.126474741,8.704370358,8.266720115,7.46978754,8.209237413,8.883627945
"11743874_a_at",6.073617606,6.64389495,6.352444075,7.769935969,9.554308678,6.523935019,6.636183368,7.420388759,6.59592749,6.747282592,8.574228454,7.88210857,7.59990633,8.403127938,10.22999076,9.397055059,10.53474778,7.850624984,10.20177946,9.54629869,9.791452865,9.993734037,8.565102161,9.175024484,8.714282635,9.113074645,8.738378068,8.379962007,10.21592552,9.314330458
"11715691_s_at",10.30540289,10.51282667,10.34126247,12.16951252,13.40005828,10.31473082,10.45970483,11.76194024,10.28216789,10.36695447,12.83849543,10.93162287,12.50494385,12.64286201,13.57194645,13.33029022,13.43947241,10.74973471,13.19742265,12.67204396,12.06353001,13.02111312,12.33727143,12.51519249,12.51977957,12.60456802,12.02471849,11.73043925,12.8113718,12.87356537
"11715673_x_at",4.606466562,5.933962843,5.782427311,7.42332713,9.489783238,6.389790065,5.333740292,7.221214709,6.113040031,5.60543148,8.178857085,5.261252409,8.210284494,8.281065421,9.30300489,9.485017336,9.073507884,6.360102431,8.940184683,8.291823827,7.44806344,8.752875673,7.59739832,7.983904812,8.400173931,8.426303852,7.400635689,7.375460486,8.34842847,8.393100155
"11732579_s_at",6.572092093,7.539000819,6.683415055,6.789045477,5.840399873,3.257109588,4.949147312,7.062694761,6.077466903,6.741374399,6.653140066,4.469722034,6.374604003,7.150794112,4.55005967,5.57457344,6.285688738,4.693764659,3.914504487,4.192469999,6.758501485,5.199380462,4.649463008,6.523649413,6.688498918,6.386316815,6.496679775,7.166784837,4.181084706,4.403920311
"11723149_a_at",7.716031222,7.228819129,7.704724023,7.759255942,8.479100995,7.673698986,6.798212438,7.374627349,7.062253157,6.680742991,7.039501362,9.0838082,7.155779378,8.050444859,9.414439843,7.96743197,10.02662705,8.793259219,10.48608842,10.27765584,8.59474971,9.985310234,8.710150534,9.530616835,6.671846461,10.31061777,9.099296548,7.484883466,10.56852014,9.384010562
"11731424_x_at",3.805674218,3.873915342,4.229524602,4.2092342,5.489134418,4.022365122,3.844983548,4.222200357,4.084253236,4.094352342,4.864309885,3.995701438,5.167404943,7.319124153,6.997305363,5.272184147,6.834206309,4.262081249,8.833294862,5.878612843,4.180690649,6.413544198,5.314641553,5.866454171,4.48633906,7.206379761,4.831695802,4.887136847,8.563116484,6.267920008
"11717039_a_at",8.434507684,8.664883116,8.670193309,8.998960989,10.66194963,8.300658108,8.644991138,8.941544479,8.87001113,8.55245378,9.736561267,9.673508511,8.623358936,9.733002616,10.17004992,10.69004541,12.22009502,9.459806814,11.95924466,11.10201611,10.19805526,11.53600155,9.865789686,9.806295519,9.937755968,11.09276576,10.40910637,8.541541299,11.48595287,10.68953446
"11730070_at",6.588228352,6.055308543,7.314319651,5.472009418,4.610285778,8.114549598,5.869547523,8.968741529,7.423594236,7.441440892,3.208559519,6.159081853,4.3151074,6.633903855,7.378419694,4.310162084,4.19620702,6.1150466,5.313076936,6.438149384,5.717736775,5.595809314,7.644362121,8.04318713,4.741690265,5.525222598,5.139582422,6.552174483,5.541727041,4.921203852
"11758555_s_at",6.306456547,6.51533629,6.319727113,6.412862268,8.585386946,6.692311273,7.162655686,5.807836379,6.099850136,6.577425813,8.32186337,7.158577261,7.23625769,8.12255572,8.605056975,8.298454173,9.412038066,7.069769706,9.790863017,8.481883303,7.400747156,8.931403629,7.138435679,6.072521051,8.436372664,9.114445922,7.905912633,7.025125421,9.972227079,8.848052859
"11739084_at",3.317884759,3.358208389,3.153908519,3.189038544,3.227275818,3.535118883,3.418176535,4.036644548,3.181706219,3.233418707,3.271211071,7.297130894,3.305396169,3.534006439,3.601141695,3.25058446,3.918026515,7.272821683,5.890969822,6.048879056,4.524542251,4.93151391,5.124371362,5.893511608,3.661283249,5.046289163,5.638695428,3.565449857,5.306883547,5.438205355
"11736304_a_at",6.741866218,7.676657177,7.145743068,7.673328016,9.611546134,7.272176729,7.090847889,7.346180249,8.012701501,7.464306617,8.368060107,7.239812684,7.956464686,8.833853239,9.57471618,9.545201058,9.656658743,7.028142808,9.687618935,9.190012211,7.533504492,9.655084732,8.397338571,8.818418759,7.913411086,9.676122904,9.029293174,7.754295504,9.293187115,9.480126834
"11716532_a_at",6.032284813,7.650371693,5.422172494,10.67237912,8.743996967,8.142082809,8.433916373,7.494964866,6.405283732,7.570513266,11.328192,7.472760613,8.791066695,5.325434295,7.987351373,8.656011427,8.075021757,7.443434315,8.347868754,7.18723839,6.735888414,5.031054907,6.640432821,4.455712922,9.287117173,7.792941546,7.301079314,6.174104705,10.6532264,6.210139559
"11758619_s_at",6.412017118,7.303129946,5.870317121,7.041720644,8.498899219,6.260381579,7.030776979,6.636724411,6.502367798,6.52463621,5.908303184,6.345351286,7.358611007,6.338914795,7.975263502,8.185307775,11.06470691,6.366384827,11.12935565,8.6110881,6.711538991,9.934082385,6.780737375,6.668649222,7.526843774,9.933078254,8.328004957,6.716609309,9.670289569,8.999266713
"11722924_a_at",6.193932645,6.710486333,7.569991253,7.747496435,7.794293343,7.37065297,6.328583784,7.228277467,4.714904719,6.782343897,4.752901651,5.803010945,3.195682762,5.324378351,6.553154226,6.794256301,3.961477361,4.969397248,5.613495765,6.47153033,6.473686746,6.722554083,4.158365736,4.772541516,7.291833163,5.161968912,5.003828032,4.618925982,5.967374922,4.568857041
"11717375_a_at",6.610318235,7.148260805,6.853842939,7.810800721,9.172732813,7.433856781,7.114261195,7.100736111,7.395780377,7.062061151,8.261322625,7.719737641,7.599324653,8.98933512,10.28348462,9.320294318,9.904936795,7.810613215,10.04218804,9.452399219,8.372399361,9.598730178,8.487735009,9.48633703,7.979993098,9.646204989,8.874322644,7.704839447,9.806841414,9.272041739
"11758095_s_at",5.645101173,5.962532731,6.047818748,5.711965936,6.926752412,5.902092842,6.07666231,6.124291978,5.863095922,6.385521492,6.077210555,6.444225845,8.196106562,8.478535973,8.317020746,7.101037394,8.508541037,6.197747641,10.53219148,8.056065342,6.357966154,7.963618319,7.594530839,7.166343954,7.352087798,8.866288912,7.53166188,6.166789197,10.57854274,7.931196594
"11743110_at",9.101255181,9.092190746,9.162236425,9.347897235,10.3238238,9.470730564,8.86396875,8.974754948,8.811081018,9.525562962,9.3308405,9.251023104,9.005526015,9.918417214,11.08021363,10.28704787,11.69925495,9.12087185,12.36390807,11.27642457,9.842225646,11.78660683,10.30599111,10.26841766,9.061602334,11.86188068,10.95256464,9.102802261,12.46072382,11.65233544
"11717853_at",7.918536749,8.175936793,8.925156435,8.89010952,8.983866249,9.064638891,8.997080467,8.17606881,6.655282205,8.496016481,5.784724836,7.676877731,5.732840244,6.373922719,8.634854967,8.750984463,6.338004017,7.246732137,7.016466992,7.670263656,6.996367082,6.992986273,6.642604863,7.260771362,8.534625259,6.576932859,6.45234754,6.209287375,8.201032582,6.414481616
"11746433_a_at",6.729654644,7.858599973,5.478738846,8.707406243,9.100175248,7.616379407,7.674236938,6.546208758,6.445122442,7.179925126,3.135815603,7.398820472,7.735013512,4.841278611,7.531073383,9.181369062,9.551718154,7.011889962,9.457447527,8.023380199,6.780027533,9.188698258,7.474941238,8.03489081,8.790322883,8.699227046,8.451603045,6.607532473,8.828722579,8.921414091
"11723553_at",4.374692714,7.412400354,3.793999332,6.610452103,7.244247938,4.683214261,7.223589723,5.706165576,4.944123224,4.786912501,5.266443649,4.9291777,7.300042386,4.512565553,5.365093614,6.891142117,7.254992661,5.167690061,7.659426093,5.185417813,4.855997109,6.317907183,4.714183017,5.563544136,5.550599087,6.07088878,7.287736929,6.059200833,6.773931773,5.697187023
"11734322_at",6.214601377,7.402161848,4.826241025,3.87066389,7.024837984,6.435208757,6.908962715,4.673691089,4.161247813,5.542611333,2.891351798,6.176089302,5.140179422,3.857389537,4.64919579,6.735649192,6.323302604,5.810627977,3.105832082,5.2146417,5.96955166,5.599280781,5.8384914,3.952607123,6.860280719,4.897628056,4.136507569,5.762209145,3.042160363,5.63330045
"11737184_at",5.145415207,6.190923415,8.945204199,6.953348999,4.47571238,3.943833074,4.634154636,4.594191599,5.518022513,5.904054971,9.281608211,5.52373122,6.89709049,7.481554436,5.386643128,4.563355554,5.778403444,4.984319684,8.247051223,6.662891044,5.975999626,6.602016648,9.994982348,5.234642139,4.817559569,7.089910778,5.578213535,7.08267956,9.934326927,8.892330968
"11748016_a_at",8.359319922,5.889764914,9.620056419,7.931252621,8.301429019,10.67588905,6.281284184,8.231865831,5.408942488,7.068970983,7.092153766,6.453424335,4.04447584,9.110296718,9.235478767,8.129753469,4.714707169,6.337990387,6.129451746,6.648243575,7.126054857,7.534372516,7.01077823,9.692305202,7.396478468,6.674356813,5.912526582,8.297968563,7.546478276,6.948202616
"11754941_x_at",9.168821822,9.891377124,7.459349406,9.541554888,11.32942213,9.630985934,9.890404215,9.267376888,9.053160608,9.453198457,5.068982606,9.632136272,10.28943489,9.038900427,10.5919005,11.51727566,12.87380914,9.857280988,11.87807643,11.89100705,10.48766365,12.82321103,10.99542885,11.23947054,10.5490658,12.68053301,12.67733111,10.10660208,11.01100871,12.92192211
"11716523_at",8.386868201,8.393248303,8.035171788,9.283629777,9.621900507,8.224672716,9.466927514,8.942362158,6.552726126,8.957902496,7.202483424,9.705209171,12.45158384,10.99147768,9.947844468,9.782906944,10.81578374,9.91616082,12.68180079,10.05789348,8.38498147,10.0819596,9.580743562,9.760884405,11.42002815,11.408192,9.968475986,8.370709025,12.22335904,10.54316436
"11719916_at",4.946443435,4.989043278,5.103105708,5.48964032,6.423464148,4.866275795,5.384497455,5.475920276,5.156303319,5.364126721,5.642575436,5.072987644,5.906275767,7.189104956,7.577972862,6.757863048,9.983530925,5.405383617,9.514086948,7.718703733,5.717344502,8.089328946,6.147393887,5.813902294,6.389903833,8.423310679,6.316250339,5.502166446,7.315543927,7.353752931
"11721941_x_at",4.53977386,6.493107491,4.466800419,7.809193909,7.646051406,7.320511037,7.170707633,5.996084564,4.413651089,5.92285802,8.381268786,6.290301967,5.321450074,3.466860596,6.000844906,7.056947731,6.611692997,6.191334087,6.850675671,4.953755742,6.425950096,4.942727176,6.076839487,4.286445188,5.210979386,4.536346312,5.77511619,7.205642541,6.800094269,4.362494922
